row.names,value,nme,method,time
9296,  22582,dst gw2,obs,(12/25/98 18:25:00)
9297,  39680,dst gw3,obs,(12/25/98 18:25:00)
9298,    452,dst gw-others,obs,(12/25/98 18:25:00)
9325,  34523,ori router5,obs,(12/25/98 18:30:00)
9326,  49331,ori r4-local,obs,(12/25/98 18:30:00)
9327,  11665,ori switch,obs,(12/25/98 18:30:00)
9328,  26492,ori r4-others,obs,(12/25/98 18:30:00)
9329,  40618,ori gw1,obs,(12/25/98 18:30:00)
9330,  89484,ori gw2,obs,(12/25/98 18:30:00)
9331, 105326,ori gw3,obs,(12/25/98 18:30:00)
9332,   5572,ori gw-others,obs,(12/25/98 18:30:00)
9333,  35786,dst router5,obs,(12/25/98 18:30:00)
9334,  62009,dst r4-local,obs,(12/25/98 18:30:00)
9335,  38229,dst switch,obs,(12/25/98 18:30:00)
9336,  38341,dst r4-others,obs,(12/25/98 18:30:00)
9337, 121368,dst gw1,obs,(12/25/98 18:30:00)
9338,  20727,dst gw2,obs,(12/25/98 18:30:00)
9339,  45877,dst gw3,obs,(12/25/98 18:30:00)
9340,    674,dst gw-others,obs,(12/25/98 18:30:00)
9367,  67305,ori router5,obs,(12/25/98 18:34:59)
9368,  56252,ori r4-local,obs,(12/25/98 18:34:59)
9369,  11429,ori switch,obs,(12/25/98 18:34:59)
9370,  25396,ori r4-others,obs,(12/25/98 18:34:59)
9371,  40441,ori gw1,obs,(12/25/98 18:34:59)
9372,  48512,ori gw2,obs,(12/25/98 18:34:59)
9373, 115203,ori gw3,obs,(12/25/98 18:34:59)
9374,   4990,ori gw-others,obs,(12/25/98 18:34:59)
9375,  29954,dst router5,obs,(12/25/98 18:34:59)
9376,  73577,dst r4-local,obs,(12/25/98 18:34:59)
9377,  47994,dst switch,obs,(12/25/98 18:34:59)
9378,  39517,dst r4-others,obs,(12/25/98 18:34:59)
9379, 122558,dst gw1,obs,(12/25/98 18:34:59)
9380,  12505,dst gw2,obs,(12/25/98 18:34:59)
9381,  42822,dst gw3,obs,(12/25/98 18:34:59)
9382,    593,dst gw-others,obs,(12/25/98 18:34:59)
9409,  34293,ori router5,obs,(12/25/98 18:39:59)
9410,  41873,ori r4-local,obs,(12/25/98 18:39:59)
9411,  10807,ori switch,obs,(12/25/98 18:39:59)
9412,  27641,ori r4-others,obs,(12/25/98 18:39:59)
9413,  38682,ori gw1,obs,(12/25/98 18:39:59)
9414,  37130,ori gw2,obs,(12/25/98 18:39:59)
9415,  91545,ori gw3,obs,(12/25/98 18:39:59)
9416,   5796,ori gw-others,obs,(12/25/98 18:39:59)
9417,  26196,dst router5,obs,(12/25/98 18:39:59)
9418,  50479,dst r4-local,obs,(12/25/98 18:39:59)
9419,  39378,dst switch,obs,(12/25/98 18:39:59)
9420,  36910,dst r4-others,obs,(12/25/98 18:39:59)
9421,  83842,dst gw1,obs,(12/25/98 18:39:59)
9422,  10869,dst gw2,obs,(12/25/98 18:39:59)
9423,  39012,dst gw3,obs,(12/25/98 18:39:59)
9424,   1064,dst gw-others,obs,(12/25/98 18:39:59)
9451,  36848,ori router5,obs,(12/25/98 18:45:00)
9452,  53154,ori r4-local,obs,(12/25/98 18:45:00)
9453,   9856,ori switch,obs,(12/25/98 18:45:00)
9454,  28156,ori r4-others,obs,(12/25/98 18:45:00)
9455,  38143,ori gw1,obs,(12/25/98 18:45:00)
9456,  37583,ori gw2,obs,(12/25/98 18:45:00)
9457,  87873,ori gw3,obs,(12/25/98 18:45:00)
9458,   4197,ori gw-others,obs,(12/25/98 18:45:00)
9459,  29305,dst router5,obs,(12/25/98 18:45:00)
9460,  45784,dst r4-local,obs,(12/25/98 18:45:00)
9461,  56830,dst switch,obs,(12/25/98 18:45:00)
9462,  35283,dst r4-others,obs,(12/25/98 18:45:00)
9463,  78459,dst gw1,obs,(12/25/98 18:45:00)
9464,  10633,dst gw2,obs,(12/25/98 18:45:00)
9465,  38689,dst gw3,obs,(12/25/98 18:45:00)
9466,    822,dst gw-others,obs,(12/25/98 18:45:00)
9493,  45621,ori router5,obs,(12/25/98 18:50:00)
9494,  42018,ori r4-local,obs,(12/25/98 18:50:00)
9495,  15920,ori switch,obs,(12/25/98 18:50:00)
9496,  33879,ori r4-others,obs,(12/25/98 18:50:00)
9497,  36822,ori gw1,obs,(12/25/98 18:50:00)
9498,  38250,ori gw2,obs,(12/25/98 18:50:00)
9499, 120079,ori gw3,obs,(12/25/98 18:50:00)
9500,   3216,ori gw-others,obs,(12/25/98 18:50:00)
9501,  35171,dst router5,obs,(12/25/98 18:50:00)
9502,  63687,dst r4-local,obs,(12/25/98 18:50:00)
9503,  43028,dst switch,obs,(12/25/98 18:50:00)
9504,  41589,dst r4-others,obs,(12/25/98 18:50:00)
9505, 103515,dst gw1,obs,(12/25/98 18:50:00)
9506,  17151,dst gw2,obs,(12/25/98 18:50:00)
9507,  31196,dst gw3,obs,(12/25/98 18:50:00)
9508,    460,dst gw-others,obs,(12/25/98 18:50:00)
9535,  43776,ori router5,obs,(12/25/98 18:55:00)
9536,  45829,ori r4-local,obs,(12/25/98 18:55:00)
9537,  10872,ori switch,obs,(12/25/98 18:55:00)
9538,  39770,ori r4-others,obs,(12/25/98 18:55:00)
9539,  33301,ori gw1,obs,(12/25/98 18:55:00)
9540,  35354,ori gw2,obs,(12/25/98 18:55:00)
9541, 100714,ori gw3,obs,(12/25/98 18:55:00)
9542,   3260,ori gw-others,obs,(12/25/98 18:55:00)
9543,  34582,dst router5,obs,(12/25/98 18:55:00)
9544,  54792,dst r4-local,obs,(12/25/98 18:55:00)
9545,  47349,dst switch,obs,(12/25/98 18:55:00)
9546,  40668,dst r4-others,obs,(12/25/98 18:55:00)
9547,  91120,dst gw1,obs,(12/25/98 18:55:00)
9548,  14493,dst gw2,obs,(12/25/98 18:55:00)
9549,  29397,dst gw3,obs,(12/25/98 18:55:00)
9550,    468,dst gw-others,obs,(12/25/98 18:55:00)
9577,  41490,ori router5,obs,(12/25/98 18:59:59)
9578,  37950,ori r4-local,obs,(12/25/98 18:59:59)
9579,  11275,ori switch,obs,(12/25/98 18:59:59)
9580,  29732,ori r4-others,obs,(12/25/98 18:59:59)
9581,  36650,ori gw1,obs,(12/25/98 18:59:59)
9582,  37239,ori gw2,obs,(12/25/98 18:59:59)
9583,  69956,ori gw3,obs,(12/25/98 18:59:59)
9584,   4182,ori gw-others,obs,(12/25/98 18:59:59)
9585,  32499,dst router5,obs,(12/25/98 18:59:59)
9586,  46675,dst r4-local,obs,(12/25/98 18:59:59)
9587,  38624,dst switch,obs,(12/25/98 18:59:59)
9588,  36083,dst r4-others,obs,(12/25/98 18:59:59)
9589,  65291,dst gw1,obs,(12/25/98 18:59:59)
9590,  14843,dst gw2,obs,(12/25/98 18:59:59)
9591,  34125,dst gw3,obs,(12/25/98 18:59:59)
9592,    323,dst gw-others,obs,(12/25/98 18:59:59)
9619,  42895,ori router5,obs,(12/25/98 19:04:59)
9620,  61001,ori r4-local,obs,(12/25/98 19:04:59)
9621,  10757,ori switch,obs,(12/25/98 19:04:59)
9622,  24222,ori r4-others,obs,(12/25/98 19:04:59)
9623,  38349,ori gw1,obs,(12/25/98 19:04:59)
9624,  23877,ori gw2,obs,(12/25/98 19:04:59)
9625,  78403,ori gw3,obs,(12/25/98 19:04:59)
9626,   2246,ori gw-others,obs,(12/25/98 19:04:59)
9627,  30962,dst router5,obs,(12/25/98 19:04:59)
9628,  64291,dst r4-local,obs,(12/25/98 19:04:59)
9629,  38793,dst switch,obs,(12/25/98 19:04:59)
9630,  33356,dst r4-others,obs,(12/25/98 19:04:59)
9631,  70695,dst gw1,obs,(12/25/98 19:04:59)
9632,  13383,dst gw2,obs,(12/25/98 19:04:59)
9633,  30006,dst gw3,obs,(12/25/98 19:04:59)
9634,    262,dst gw-others,obs,(12/25/98 19:04:59)
9661,  39733,ori router5,obs,(12/25/98 19:10:00)
9662,  55935,ori r4-local,obs,(12/25/98 19:10:00)
9663,  12435,ori switch,obs,(12/25/98 19:10:00)
9664,  61488,ori r4-others,obs,(12/25/98 19:10:00)
9665,  37947,ori gw1,obs,(12/25/98 19:10:00)
9666,  61063,ori gw2,obs,(12/25/98 19:10:00)
9667,  97466,ori gw3,obs,(12/25/98 19:10:00)
9668,   2222,ori gw-others,obs,(12/25/98 19:10:00)
9669,  65469,dst router5,obs,(12/25/98 19:10:00)
9670,  60450,dst r4-local,obs,(12/25/98 19:10:00)
9671,  42292,dst switch,obs,(12/25/98 19:10:00)
9672,  69435,dst r4-others,obs,(12/25/98 19:10:00)
9673,  77736,dst gw1,obs,(12/25/98 19:10:00)
9674,  15810,dst gw2,obs,(12/25/98 19:10:00)
9675,  36784,dst gw3,obs,(12/25/98 19:10:00)
9676,    290,dst gw-others,obs,(12/25/98 19:10:00)
9703,  39671,ori router5,obs,(12/25/98 19:15:00)
9704,  55824,ori r4-local,obs,(12/25/98 19:15:00)
9705,  12440,ori switch,obs,(12/25/98 19:15:00)
9706,  61677,ori r4-others,obs,(12/25/98 19:15:00)
9707,  37945,ori gw1,obs,(12/25/98 19:15:00)
9708,  61314,ori gw2,obs,(12/25/98 19:15:00)
9709,  97594,ori gw3,obs,(12/25/98 19:15:00)
9710,   2223,ori gw-others,obs,(12/25/98 19:15:00)
9711,  65687,dst router5,obs,(12/25/98 19:15:00)
9712,  60392,dst r4-local,obs,(12/25/98 19:15:00)
9713,  42316,dst switch,obs,(12/25/98 19:15:00)
9714,  69664,dst r4-others,obs,(12/25/98 19:15:00)
9715,  77708,dst gw1,obs,(12/25/98 19:15:00)
9716,  15812,dst gw2,obs,(12/25/98 19:15:00)
9717,  36795,dst gw3,obs,(12/25/98 19:15:00)
9718,    292,dst gw-others,obs,(12/25/98 19:15:00)
9745,  42960,ori router5,obs,(12/25/98 19:19:59)
9746,  39928,ori r4-local,obs,(12/25/98 19:19:59)
9747,  17578,ori switch,obs,(12/25/98 19:19:59)
9748,  47711,ori r4-others,obs,(12/25/98 19:19:59)
9749,  45638,ori gw1,obs,(12/25/98 19:19:59)
9750,  75748,ori gw2,obs,(12/25/98 19:19:59)
9751, 112990,ori gw3,obs,(12/25/98 19:19:59)
9752,   2262,ori gw-others,obs,(12/25/98 19:19:59)
9753,  55687,dst router5,obs,(12/25/98 19:19:59)
9754,  41858,dst r4-local,obs,(12/25/98 19:19:59)
9755,  46944,dst switch,obs,(12/25/98 19:19:59)
9756,  59939,dst r4-others,obs,(12/25/98 19:19:59)
9757, 110661,dst gw1,obs,(12/25/98 19:19:59)
9758,  23819,dst gw2,obs,(12/25/98 19:19:59)
9759,  45671,dst gw3,obs,(12/25/98 19:19:59)
9760,    234,dst gw-others,obs,(12/25/98 19:19:59)
9787,  41748,ori router5,obs,(12/25/98 19:24:59)
9788,  49025,ori r4-local,obs,(12/25/98 19:24:59)
9789,  13319,ori switch,obs,(12/25/98 19:24:59)
9790,  74133,ori r4-others,obs,(12/25/98 19:24:59)
9791,  41760,ori gw1,obs,(12/25/98 19:24:59)
9792,  51161,ori gw2,obs,(12/25/98 19:24:59)
9793, 124537,ori gw3,obs,(12/25/98 19:24:59)
9794,   3142,ori gw-others,obs,(12/25/98 19:24:59)
9795,  80833,dst router5,obs,(12/25/98 19:24:59)
9796,  52567,dst r4-local,obs,(12/25/98 19:24:59)
9797,  48317,dst switch,obs,(12/25/98 19:24:59)
9798,  62449,dst r4-others,obs,(12/25/98 19:24:59)
9799, 102113,dst gw1,obs,(12/25/98 19:24:59)
9800,  16075,dst gw2,obs,(12/25/98 19:24:59)
9801,  36009,dst gw3,obs,(12/25/98 19:24:59)
9802,    464,dst gw-others,obs,(12/25/98 19:24:59)
9829,  40720,ori router5,obs,(12/25/98 19:30:00)
9830,  36889,ori r4-local,obs,(12/25/98 19:30:00)
9831,  11671,ori switch,obs,(12/25/98 19:30:00)
9832,  27018,ori r4-others,obs,(12/25/98 19:30:00)
9833,  44213,ori gw1,obs,(12/25/98 19:30:00)
9834,  52538,ori gw2,obs,(12/25/98 19:30:00)
9835, 117350,ori gw3,obs,(12/25/98 19:30:00)
9836,   3283,ori gw-others,obs,(12/25/98 19:30:00)
9837,  36321,dst router5,obs,(12/25/98 19:30:00)
9838,  44827,dst r4-local,obs,(12/25/98 19:30:00)
9839,  50140,dst switch,obs,(12/25/98 19:30:00)
9840,  35756,dst r4-others,obs,(12/25/98 19:30:00)
9841, 101644,dst gw1,obs,(12/25/98 19:30:00)
9842,  19681,dst gw2,obs,(12/25/98 19:30:00)
9843,  44901,dst gw3,obs,(12/25/98 19:30:00)
9844,    427,dst gw-others,obs,(12/25/98 19:30:00)
9871,  38591,ori router5,obs,(12/25/98 19:35:00)
9872,  40319,ori r4-local,obs,(12/25/98 19:35:00)
9873,  11869,ori switch,obs,(12/25/98 19:35:00)
9874,  37602,ori r4-others,obs,(12/25/98 19:35:00)
9875,  46503,ori gw1,obs,(12/25/98 19:35:00)
9876,  57552,ori gw2,obs,(12/25/98 19:35:00)
9877, 106694,ori gw3,obs,(12/25/98 19:35:00)
9878,   1339,ori gw-others,obs,(12/25/98 19:35:00)
9879,  45056,dst router5,obs,(12/25/98 19:35:00)
9880,  43233,dst r4-local,obs,(12/25/98 19:35:00)
9881,  51811,dst switch,obs,(12/25/98 19:35:00)
9882,  44817,dst r4-others,obs,(12/25/98 19:35:00)
9883,  96100,dst gw1,obs,(12/25/98 19:35:00)
9884,  20514,dst gw2,obs,(12/25/98 19:35:00)
9885,  38796,dst gw3,obs,(12/25/98 19:35:00)
9886,    182,dst gw-others,obs,(12/25/98 19:35:00)
9913,  42520,ori router5,obs,(12/25/98 19:40:00)
9914,  41298,ori r4-local,obs,(12/25/98 19:40:00)
9915,  10301,ori switch,obs,(12/25/98 19:40:00)
9916,  44315,ori r4-others,obs,(12/25/98 19:40:00)
9917,  30224,ori gw1,obs,(12/25/98 19:40:00)
9918,  68915,ori gw2,obs,(12/25/98 19:40:00)
9919, 105151,ori gw3,obs,(12/25/98 19:40:00)
9920,    555,ori gw-others,obs,(12/25/98 19:40:00)
9921,  55720,dst router5,obs,(12/25/98 19:40:00)
9922,  50066,dst r4-local,obs,(12/25/98 19:40:00)
9923,  47220,dst switch,obs,(12/25/98 19:40:00)
9924,  55448,dst r4-others,obs,(12/25/98 19:40:00)
9925,  86166,dst gw1,obs,(12/25/98 19:40:00)
9926,  17645,dst gw2,obs,(12/25/98 19:40:00)
9927,  30695,dst gw3,obs,(12/25/98 19:40:00)
9928,    269,dst gw-others,obs,(12/25/98 19:40:00)
9955,  39782,ori router5,obs,(12/25/98 19:44:59)
9956,  49342,ori r4-local,obs,(12/25/98 19:44:59)
9957,  13921,ori switch,obs,(12/25/98 19:44:59)
9958,  22775,ori r4-others,obs,(12/25/98 19:44:59)
9959,  20829,ori gw1,obs,(12/25/98 19:44:59)
9960,  59640,ori gw2,obs,(12/25/98 19:44:59)
9961,  63583,ori gw3,obs,(12/25/98 19:44:59)
9962,    402,ori gw-others,obs,(12/25/98 19:44:59)
9963,  30688,dst router5,obs,(12/25/98 19:44:59)
9964,  45125,dst r4-local,obs,(12/25/98 19:44:59)
9965,  59002,dst switch,obs,(12/25/98 19:44:59)
9966,  29337,dst r4-others,obs,(12/25/98 19:44:59)
9967,  53433,dst gw1,obs,(12/25/98 19:44:59)
9968,  19249,dst gw2,obs,(12/25/98 19:44:59)
9969,  32910,dst gw3,obs,(12/25/98 19:44:59)
9970,    523,dst gw-others,obs,(12/25/98 19:44:59)
9997,  38900,ori router5,obs,(12/25/98 19:49:59)
9998,  41421,ori r4-local,obs,(12/25/98 19:49:59)
9999,  13653,ori switch,obs,(12/25/98 19:49:59)
10000,  27483,ori r4-others,obs,(12/25/98 19:49:59)
10001,  20162,ori gw1,obs,(12/25/98 19:49:59)
10002,  82388,ori gw2,obs,(12/25/98 19:49:59)
10003,  79240,ori gw3,obs,(12/25/98 19:49:59)
10004,    804,ori gw-others,obs,(12/25/98 19:49:59)
10005,  36838,dst router5,obs,(12/25/98 19:49:59)
10006,  47602,dst r4-local,obs,(12/25/98 19:49:59)
10007,  44737,dst switch,obs,(12/25/98 19:49:59)
10008,  35316,dst r4-others,obs,(12/25/98 19:49:59)
10009,  74589,dst gw1,obs,(12/25/98 19:49:59)
10010,  21101,dst gw2,obs,(12/25/98 19:49:59)
10011,  43677,dst gw3,obs,(12/25/98 19:49:59)
10012,    192,dst gw-others,obs,(12/25/98 19:49:59)
10039,  41027,ori router5,obs,(12/25/98 19:55:00)
10040,  57324,ori r4-local,obs,(12/25/98 19:55:00)
10041,  17057,ori switch,obs,(12/25/98 19:55:00)
10042,   8217,ori r4-others,obs,(12/25/98 19:55:00)
10043,  22988,ori gw1,obs,(12/25/98 19:55:00)
10044,  56807,ori gw2,obs,(12/25/98 19:55:00)
10045,  95261,ori gw3,obs,(12/25/98 19:55:00)
10046,   1019,ori gw-others,obs,(12/25/98 19:55:00)
10047,  22123,dst router5,obs,(12/25/98 19:55:00)
10048,  61135,dst r4-local,obs,(12/25/98 19:55:00)
10049,  50357,dst switch,obs,(12/25/98 19:55:00)
10050,  17744,dst r4-others,obs,(12/25/98 19:55:00)
10051,  79307,dst gw1,obs,(12/25/98 19:55:00)
10052,  26237,dst gw2,obs,(12/25/98 19:55:00)
10053,  42460,dst gw3,obs,(12/25/98 19:55:00)
10054,    332,dst gw-others,obs,(12/25/98 19:55:00)
10081,  39536,ori router5,obs,(12/25/98 20:00:00)
10082,  34366,ori r4-local,obs,(12/25/98 20:00:00)
10083,  11474,ori switch,obs,(12/25/98 20:00:00)
10084,  21569,ori r4-others,obs,(12/25/98 20:00:00)
10085,  25158,ori gw1,obs,(12/25/98 20:00:00)
10086,  64776,ori gw2,obs,(12/25/98 20:00:00)
10087,  71815,ori gw3,obs,(12/25/98 20:00:00)
10088,    229,ori gw-others,obs,(12/25/98 20:00:00)
10089,  31410,dst router5,obs,(12/25/98 20:00:00)
10090,  42370,dst r4-local,obs,(12/25/98 20:00:00)
10091,  46588,dst switch,obs,(12/25/98 20:00:00)
10092,  28540,dst r4-others,obs,(12/25/98 20:00:00)
10093,  53649,dst gw1,obs,(12/25/98 20:00:00)
10094,  23960,dst gw2,obs,(12/25/98 20:00:00)
10095,  42286,dst gw3,obs,(12/25/98 20:00:00)
10096,    120,dst gw-others,obs,(12/25/98 20:00:00)
10123,  47644,ori router5,obs,(12/25/98 20:04:59)
10124,  39466,ori r4-local,obs,(12/25/98 20:04:59)
10125,  13245,ori switch,obs,(12/25/98 20:04:59)
10126,  15922,ori r4-others,obs,(12/25/98 20:04:59)
10127,  21092,ori gw1,obs,(12/25/98 20:04:59)
10128,  57199,ori gw2,obs,(12/25/98 20:04:59)
10129,  76975,ori gw3,obs,(12/25/98 20:04:59)
10130,    299,ori gw-others,obs,(12/25/98 20:04:59)
10131,  24250,dst router5,obs,(12/25/98 20:04:59)
10132,  58656,dst r4-local,obs,(12/25/98 20:04:59)
10133,  54155,dst switch,obs,(12/25/98 20:04:59)
10134,  21938,dst r4-others,obs,(12/25/98 20:04:59)
10135,  57862,dst gw1,obs,(12/25/98 20:04:59)
10136,  25480,dst gw2,obs,(12/25/98 20:04:59)
10137,  29330,dst gw3,obs,(12/25/98 20:04:59)
10138,    166,dst gw-others,obs,(12/25/98 20:04:59)
10165,  42731,ori router5,obs,(12/25/98 20:09:59)
10166,  48350,ori r4-local,obs,(12/25/98 20:09:59)
10167,  10022,ori switch,obs,(12/25/98 20:09:59)
10168,   9006,ori r4-others,obs,(12/25/98 20:09:59)
10169,  33980,ori gw1,obs,(12/25/98 20:09:59)
10170,  46462,ori gw2,obs,(12/25/98 20:09:59)
10171,  72355,ori gw3,obs,(12/25/98 20:09:59)
10172,   2881,ori gw-others,obs,(12/25/98 20:09:59)
10173,  20939,dst router5,obs,(12/25/98 20:09:59)
10174,  50471,dst r4-local,obs,(12/25/98 20:09:59)
10175,  52246,dst switch,obs,(12/25/98 20:09:59)
10176,  16128,dst r4-others,obs,(12/25/98 20:09:59)
10177,  64212,dst gw1,obs,(12/25/98 20:09:59)
10178,  17998,dst gw2,obs,(12/25/98 20:09:59)
10179,  43415,dst gw3,obs,(12/25/98 20:09:59)
10180,    378,dst gw-others,obs,(12/25/98 20:09:59)
10207,  42685,ori router5,obs,(12/25/98 20:15:00)
10208,  48431,ori r4-local,obs,(12/25/98 20:15:00)
10209,   9997,ori switch,obs,(12/25/98 20:15:00)
10210,   8966,ori r4-others,obs,(12/25/98 20:15:00)
10211,  34063,ori gw1,obs,(12/25/98 20:15:00)
10212,  46382,ori gw2,obs,(12/25/98 20:15:00)
10213,  72311,ori gw3,obs,(12/25/98 20:15:00)
10214,   2901,ori gw-others,obs,(12/25/98 20:15:00)
10215,  20918,dst router5,obs,(12/25/98 20:15:00)
10216,  50390,dst r4-local,obs,(12/25/98 20:15:00)
10217,  52229,dst switch,obs,(12/25/98 20:15:00)
10218,  16093,dst r4-others,obs,(12/25/98 20:15:00)
10219,  64261,dst gw1,obs,(12/25/98 20:15:00)
10220,  17951,dst gw2,obs,(12/25/98 20:15:00)
10221,  43514,dst gw3,obs,(12/25/98 20:15:00)
10222,    380,dst gw-others,obs,(12/25/98 20:15:00)
10249,  42667,ori router5,obs,(12/25/98 20:20:00)
10250,  56268,ori r4-local,obs,(12/25/98 20:20:00)
10251,  10933,ori switch,obs,(12/25/98 20:20:00)
10252,   6511,ori r4-others,obs,(12/25/98 20:20:00)
10253,  28496,ori gw1,obs,(12/25/98 20:20:00)
10254,  38596,ori gw2,obs,(12/25/98 20:20:00)
10255,  81070,ori gw3,obs,(12/25/98 20:20:00)
10256,   2724,ori gw-others,obs,(12/25/98 20:20:00)
10257,  15663,dst router5,obs,(12/25/98 20:20:00)
10258,  59693,dst r4-local,obs,(12/25/98 20:20:00)
10259,  48359,dst switch,obs,(12/25/98 20:20:00)
10260,  16493,dst r4-others,obs,(12/25/98 20:20:00)
10261,  68898,dst gw1,obs,(12/25/98 20:20:00)
10262,  14452,dst gw2,obs,(12/25/98 20:20:00)
10263,  42951,dst gw3,obs,(12/25/98 20:20:00)
10264,    757,dst gw-others,obs,(12/25/98 20:20:00)
10291,  39671,ori router5,obs,(12/25/98 20:25:00)
10292,  40826,ori r4-local,obs,(12/25/98 20:25:00)
10293,  10884,ori switch,obs,(12/25/98 20:25:00)
10294,   7339,ori r4-others,obs,(12/25/98 20:25:00)
10295,  25235,ori gw1,obs,(12/25/98 20:25:00)
10296,  44718,ori gw2,obs,(12/25/98 20:25:00)
10297,  82289,ori gw3,obs,(12/25/98 20:25:00)
10298,    791,ori gw-others,obs,(12/25/98 20:25:00)
10299,  16188,dst router5,obs,(12/25/98 20:25:00)
10300,  40694,dst r4-local,obs,(12/25/98 20:25:00)
10301,  54702,dst switch,obs,(12/25/98 20:25:00)
10302,  15554,dst r4-others,obs,(12/25/98 20:25:00)
10303,  67966,dst gw1,obs,(12/25/98 20:25:00)
10304,  15896,dst gw2,obs,(12/25/98 20:25:00)
10305,  40506,dst gw3,obs,(12/25/98 20:25:00)
10306,    249,dst gw-others,obs,(12/25/98 20:25:00)
10333,  43604,ori router5,obs,(12/25/98 20:29:59)
10334,  33446,ori r4-local,obs,(12/25/98 20:29:59)
10335,  38744,ori switch,obs,(12/25/98 20:29:59)
10336,   9247,ori r4-others,obs,(12/25/98 20:29:59)
10337,  21666,ori gw1,obs,(12/25/98 20:29:59)
10338,  51962,ori gw2,obs,(12/25/98 20:29:59)
10339,  93891,ori gw3,obs,(12/25/98 20:29:59)
10340,   2366,ori gw-others,obs,(12/25/98 20:29:59)
10341,  15061,dst router5,obs,(12/25/98 20:29:59)
10342,  41576,dst r4-local,obs,(12/25/98 20:29:59)
10343,  83736,dst switch,obs,(12/25/98 20:29:59)
10344,  18411,dst r4-others,obs,(12/25/98 20:29:59)
10345,  59500,dst gw1,obs,(12/25/98 20:29:59)
10346,  12214,dst gw2,obs,(12/25/98 20:29:59)
10347,  64116,dst gw3,obs,(12/25/98 20:29:59)
10348,    334,dst gw-others,obs,(12/25/98 20:29:59)
10375,  40367,ori router5,obs,(12/25/98 20:34:59)
10376,  38947,ori r4-local,obs,(12/25/98 20:34:59)
10377,  48526,ori switch,obs,(12/25/98 20:34:59)
10378,   9146,ori r4-others,obs,(12/25/98 20:34:59)
10379,  22940,ori gw1,obs,(12/25/98 20:34:59)
10380,  51060,ori gw2,obs,(12/25/98 20:34:59)
10381, 102904,ori gw3,obs,(12/25/98 20:34:59)
10382,   2659,ori gw-others,obs,(12/25/98 20:34:59)
10383,  13302,dst router5,obs,(12/25/98 20:34:59)
10384,  41483,dst r4-local,obs,(12/25/98 20:34:59)
10385, 101296,dst switch,obs,(12/25/98 20:34:59)
10386,  18333,dst r4-others,obs,(12/25/98 20:34:59)
10387,  57847,dst gw1,obs,(12/25/98 20:34:59)
10388,  17511,dst gw2,obs,(12/25/98 20:34:59)
10389,  66290,dst gw3,obs,(12/25/98 20:34:59)
10390,    477,dst gw-others,obs,(12/25/98 20:34:59)
10417,  39349,ori router5,obs,(12/25/98 20:40:00)
10418,  44069,ori r4-local,obs,(12/25/98 20:40:00)
10419,  59618,ori switch,obs,(12/25/98 20:40:00)
10420,   7088,ori r4-others,obs,(12/25/98 20:40:00)
10421,  32899,ori gw1,obs,(12/25/98 20:40:00)
10422,  49325,ori gw2,obs,(12/25/98 20:40:00)
10423, 103099,ori gw3,obs,(12/25/98 20:40:00)
10424,    941,ori gw-others,obs,(12/25/98 20:40:00)
10425,  12453,dst router5,obs,(12/25/98 20:40:00)
10426,  51561,dst r4-local,obs,(12/25/98 20:40:00)
10427, 109784,dst switch,obs,(12/25/98 20:40:00)
10428,  15073,dst r4-others,obs,(12/25/98 20:40:00)
10429,  46394,dst gw1,obs,(12/25/98 20:40:00)
10430,  17278,dst gw2,obs,(12/25/98 20:40:00)
10431,  83588,dst gw3,obs,(12/25/98 20:40:00)
10432,    323,dst gw-others,obs,(12/25/98 20:40:00)
10459,  43080,ori router5,obs,(12/25/98 20:45:00)
10460,  53119,ori r4-local,obs,(12/25/98 20:45:00)
10461,  59879,ori switch,obs,(12/25/98 20:45:00)
10462,   7589,ori r4-others,obs,(12/25/98 20:45:00)
10463,  30805,ori gw1,obs,(12/25/98 20:45:00)
10464,  68897,ori gw2,obs,(12/25/98 20:45:00)
10465, 111831,ori gw3,obs,(12/25/98 20:45:00)
10466,   1202,ori gw-others,obs,(12/25/98 20:45:00)
10467,  18534,dst router5,obs,(12/25/98 20:45:00)
10468,  48080,dst r4-local,obs,(12/25/98 20:45:00)
10469, 141877,dst switch,obs,(12/25/98 20:45:00)
10470,  16796,dst r4-others,obs,(12/25/98 20:45:00)
10471,  55420,dst gw1,obs,(12/25/98 20:45:00)
10472,  16946,dst gw2,obs,(12/25/98 20:45:00)
10473,  78477,dst gw3,obs,(12/25/98 20:45:00)
10474,    280,dst gw-others,obs,(12/25/98 20:45:00)
10501,  37436,ori router5,obs,(12/25/98 20:49:59)
10502,  43878,ori r4-local,obs,(12/25/98 20:49:59)
10503,  40803,ori switch,obs,(12/25/98 20:49:59)
10504,   5350,ori r4-others,obs,(12/25/98 20:49:59)
10505,  24711,ori gw1,obs,(12/25/98 20:49:59)
10506,  62425,ori gw2,obs,(12/25/98 20:49:59)
10507,  93760,ori gw3,obs,(12/25/98 20:49:59)
10508,   1710,ori gw-others,obs,(12/25/98 20:49:59)
10509,  11474,dst router5,obs,(12/25/98 20:49:59)
10510,  48977,dst r4-local,obs,(12/25/98 20:49:59)
10511,  93390,dst switch,obs,(12/25/98 20:49:59)
10512,  12662,dst r4-others,obs,(12/25/98 20:49:59)
10513,  56007,dst gw1,obs,(12/25/98 20:49:59)
10514,  23989,dst gw2,obs,(12/25/98 20:49:59)
